title,link,episode_no,interviewer,speaker,transcript
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Zumal man damit nicht Freundschaften zwischen den verschiedenen Geschlechtern unterbinden müsste, wenn man nach Geschlecht teilt."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Genau. Oder dass man einen anderen Ansatz wählt: „Network chain cohorting“. Also ein Wahlverfahren im Prinzip. Man fängt mit einem Schüler an, von dem man denkt, er ist sozial interaktiv. Der soll benennen, welche Kontakte er oder sie in der Klasse hat. Dann nimmt man aus diesem Kontaktkreis wieder einen und fragt wieder die gleiche Frage: Welche Kontakte hast du hier in der Klasse, in der Freizeit? Das macht man so lange, bis eine Hälfte der Klasse zahlenmäßig voll ist. Und die andere Gruppe ist der Rest. Das nennt man „network chain cohorting“. Und jetzt fragt man: Wie hat das eigentlich vor allem auf zwei Dinge eine Auswirkung? Erstens die Häufigkeit der Infektionen, die dann über einen Analysezeitraum oder Simulationszeitraum von sieben Wochen resultiert. Man sagt sich, sieben Wochen Simulation ist genug, weil dann irgendwo eine Ferieninsel in der Zeit kommt. Was hat das für eine Auswirkung auf die Quarantänequote? Was bewirkt das für den Schulbetrieb? Denn wenn man irgendwann zwangsläufig überall Quarantäne hat, ist die Schule auch de facto geschlossen. Das will man auch nicht. Man will nicht nur Infektionen verhindern, sondern man will auch den Schulbetrieb aufrechterhalten. Quarantäne möglichst verhindern. Das ist eine sehr sorgfältige, detaillierte Studie, die auch sehr interessant zu lesen ist, sehr gut verständlich ist, auch für Nicht-Sozialwissenschaftler und Nicht-Modellierer. Sind übrigens Parameter hinterlegt, die aus epidemiologischen Modellierungen stammen. Das ist jetzt nicht so ins Blaue geraten, sondern das ist hochgradig parametrisiert."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,Wo universale Eigenschaften des Virus dahinterliegen.
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Richtig. Man kann sich entlang der Literatur orientieren und einfach sagen, die sekundäre Attack-Rate in so einem Klassenverband, die wollen wir simulieren in einem Bereich zwischen drei und 27 Prozent sekundäre Attack-Rate, entsprechend Literaturdaten, so geht man davor."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Also wie viele weitere angesteckt werden.SCHICHT-BETRIEB Christian Drosten Richtig. Ich muss leider ein paar punktuelle Dinge da rausnehmen. Ich glaube, wenn man dieses Papier für eine Politikberatung nehmen will, dann muss man sich das auch auf einer gewissen Ebene der Politikvorbereitung und Politikberatung wirklich mal zur Brust nehmen und das richtig lesen. Aber was man zum Beispiel sagen kann: In allen Fällen ist es besser, ein sogenanntes „random cohorting“ zu machen, einfach durch Zufall die Klassen in zwei Teile zu teilen, als überhaupt nichts zu machen. Man kann also sagen, teilt man die Klasse in zwei Teile, verhindert man die Hälfte der Infektionen in allen Szenarien, über einen Kamm geschoren, im Mittel. Und dann ist noch was, was man generell sagen kann. Der 14-TageswechselRhythmus ist immer, in allen Szenarien, besser als ein Zwei-Schicht-Betrieb am Tag, Vormittag, Nachmittag. Das ist aus Sicht der Wirtschaft oder der Betreuung der Kinder, auch vielleicht der Pädagogik, nicht so gut. Denn man würde sich wünschen, dass man jeden Tag für jedes Kind physikalischen Unterricht hat, Präsenzunterricht. Aus Sicht der Infektionsbiologie ist es relativ klar, wie das zustande kommt. Die eine Hälfte hat immer so eine Art 14-tägige Quarantäne zwischendrin und das hat Auswirkungen."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Es werden nicht nur Gruppen entzerrt, sondern noch ein Zusatzeffekt, den man mitnehmen kann durch das Zuhause bleiben."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Genau. Dann kann man eine andere Sache als Ergebnis sagen, ohne überhaupt auf die Infektionen zu gucken, sondern wenn man einfach auf die Verbindungen zwischen diesen beiden Klassenhälften guckt, die Kontakte, dann sieht man was Interessantes gegenüber einer rein zufälligen Teilung der Klasse in zwei Teile. Können wir uns jetzt die Frage stellen, auf wie viel Prozent wird die Kontakthäufigkeit reduziert, wenn wir das Optimal Modell nehmen? Also wir kennen alle Kontakte. Wir wüssten die Kontakte. Oder wenn wir nach Geschlechtern aufteilen oder wenn wir das network chain cohorting machen, dieses Wahlsystem. Gegenüber dem Zufallsmodell ist das Optimal Modell sehr effizient, also die Verbindungen zwischen den beiden Hälften werden dann auf 17 Prozent reduziert. Da sieht man, was dieser Freizeitbereich beiträgt. Da ist einfach die Message, die Information: Man muss das machen. Man darf nicht die Klassen einfach zufällig teilen, sondern man muss berücksichtigen, was die Schüler in der Freizeit für Kontakte haben."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Das heißt, die wären auch weiter möglich. Ich bleibe ohnehin in meinem Netzwerk. Ich habe meine Clique von Freunden, die mit mir in einer Kohorte alle 14 Tage für 14 Tage in der Schule sind. Und in diesen 14 Tagen kann ich sie nachmittags auch treffen."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Ja, die Freizeitkontakte bleiben immer weiter möglich. Nur in dem einen Fall tragen sie dazu bei, Übertragungen in die andere Klassenhälfte zu bewerkstelligen. Bei der anderen Version trägt es nicht dazu bei, weil man sowieso sich in dem Klassenverbund im Unterricht befindet, wie man sich auch in der Freizeit trifft. Das Trennen nach Geschlechtern reduziert auf 57 Prozent, erstaunlich viel. Aber es macht vielleicht Sinn, wenn man daran denkt, das sind neunte Klassen, da ist der Freizeitbereich immer noch sehr stark geschlechtsspezifisch. Da geht es erst los, dass man Freund oder Freundin hat, also erste wirkliche Liebesbeziehungen."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Und auch wieder Freundschaften einfach untereinander. Wenn ich so nachdenke, wie das bei mir war, bei Ihnen vielleicht auch, zwei Jahre später macht es vielleicht schon nicht mehr so viel Sinn nach Geschlecht."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Genau, da macht es dann nicht mehr so viel Sinn. Und dieses network chain cohorting, das ist effizienter als eine Trennung nach Geschlechtern. Das senkt die Übertragungsrate auf 42 Prozent. Es kommt nicht ans Optimal Modell heran. Das heißt, da bleibt immer eine Unschärfe. Also vielleicht so in dieser zweiten Hälfte der Klasse, wo nicht gewählt werden konnte, so muss man sich vielleicht vorstellen. Aber auch das bringt relativ viel. Die Frage ist natürlich, wie setzt man es um? Und da ist wahrscheinlich über alle Altersgruppen hinweg dieses network chain cohorting ein guter Ansatz."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Sie haben jetzt sieben Wochen mal als Hausnummer genannt. Wenn wir jetzt die Leopoldina-Stellungnahme im Rücken haben und diese Studie vor uns und darauf gucken, was da modelliert wird, wäre das eine realistische Zahl nach Weihnachten, vielleicht bis, in Hamburg gibt es zum Beispiel frühe Frühjahrsferien, aber bis zum März irgendwie so weiterzumachen? Aus epidemiologischer Sicht."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Die Schulferien, klar, die sind bekannt. Ich denke, man muss irgendwann mal so eine Zeitinsel, vielleicht auch später noch mal suchen, ob man das braucht oder nicht, muss man wieder durch Beobachtung der Zahlen natürlich sehen. Aber prinzipiell ist es so, dass es im Schulbetrieb Zeitinseln gibt und die sollte man nutzen."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Aber in vielen anderen Ländern sind es dann die Osterferien. Die wären deutlich später. Das ist vielleicht, wenn man sich so Modellierungen anguckt, wie schnell Zahlen dann runtergehen, wenn man rabiat durchgreift, gar nicht nötig bis zu den Osterferien, ganz ins Blaue gesprochen."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Das kann ich im Moment nicht vorhersagen kann. Ich glaube, da müsste man einfach schauen. Was wir gleichzeitig auch wissen, es ist sicherlich nicht so, dass die Schulen allein die Infektionstätigkeit bestimmen. Es gibt viele andere soziale Kompartimente, wo man auch reinschauen muss, wo wir auch in unserem Lockdown light in Deutschland vielleicht nicht so konsequent gewesen sind. In der Regulation, beispielsweise Homeoffice-Regelung. Das steht zum Beispiel in der Leopoldina-Stellungnahme noch einmal sehr stark drin, dass man wirklich in allen Arbeitsstätten, wo man kann, in Homeoffice-Regelungen wechselt. Das hat man in Irland sehr konsequent gemacht. Da ist aber auch in dem Land digitales Arbeiten, wenn ich das richtig weiß, schon weiterentwickelt."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,Und Nahverkehr ist auch noch gar nicht angefasst worden in Deutschland.
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Nahverkehr ist in Irland zu einem sehr frühen Zeitpunkt auf 25 Prozent Auslastung begrenzt worden. Auch das ist in Deutschland noch nicht angefasst worden. Also man sieht hier, es ist nicht so, dass es nur die Schulen sind. Es sind auch die Schulen und die Schulen sind eben keine Bremser des Infektionsgeschehens. Man muss sich von diesen Legenden verabschieden, die da als Fehlinformationen gestreut und weiterentwickelt wurden. Sondern die nehmen einen signifikanten Anteil, wie man an den Daten der REACT-1-Studie und der ONS-Zahlen in England sieht. Das muss man anerkennen. Man muss einfach jetzt mal überlegen, wie kann man damit umgehen? Wir haben gerade besprochen, es gibt verschiedene Möglichkeiten der Kohortierung und die sind zum Teil einschneidend und zum Teil nicht so einschneidend. Natürlich auch die Frage, macht man jetzt Wechselbetrieb oder 14-Tagesbetrieb? Man kann das an zwei Infektionsbedingungen festmachen. Wenn man Übertragungsbedingungen hat, also Bedingungen, die eine Übertragung fördern, zum Beispiel hohe GrundInzidenz und die Leute, die Schüler tragen nicht so viel Maske und so weiter, dann ist es so, dass dieses Kohortierungsregime einen starken Einfluss hat auf die Infektionshäufigkeit. Das heißt, da kann man mit Kohortierung viele Infektionen verhindern, hat aber keinen starken Einfluss auf Quarantäne. Und zwar leider unter der Vorstellung, wenn viel Infektion pas siert, dann ist praktisch immer überall irgendwo Quarantäne. Das heißt, man hat sowieso viel Quarantäne. Das umgekehrte Szenario ist vielleicht noch interessanter. Das ist ein Szenario, das hatte ich damals auch immer so gedacht, als ich im Sommer diese Idee formulierte, dass man Kurzquarantäne einführt. Das ist im Prinzip jetzt hier quantitativ erfasst. Das, was ich damals so ein bisschen aus dem Gefühl heraus gesagt habe, und zwar: Wenn man Grundbedingungen hat, die wenig Übertragung suggerieren, also alle tragen schön Maske, das funktioniert alles gut, und es sind auch wenig Infektionen überhaupt unterwegs in der Bevölkerung, dann hat dieser Kohortierungseffekt wenig Auswirkungen auf die Infektionen in den Schulen. Denn die sind dann immer relativ gering, die laufen immer relativ schnell tot, auch wenn sie selbst zwischen den beiden Klassenhälften mal durch Zufall übertragen werden sollten. Die verschwinden wieder. Aber dann hat das einen starken Effekt auf die Quarantäne. Und ganz einfach unter der Vorstellung, wenn die Kohortierung nicht gut funktioniert, dann wird manchmal eine Infektion in die zweite Klassenhälfte übertragen. Dann muss man beide unter Quarantäne setzen. Vergebens oder sagen wir mal unberechtigt, weil eigentlich wäre die Infektion sowieso nicht weitergelaufen. Aber man muss leider trotzdem 14 Tage Quarantäne machen. Am Ende sind dann de facto die Schulen zu. Da war mein Abhilfevorschlag, diese Idee einer besonders kurzen Quarantäne in Kombination mit Antigen-Freitestung, sodass man vieles tut, um die Schulen offenzuhalten gegenüber diesem Ansinnen oder dieser Regulation der Quarantäne."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,Das ist so eigentlich schon als politische Absicht formuliert worden.
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Das ist als Absicht schon formuliert. Es ist noch nicht so umgesetzt, aber das wäre ein Hinweis, den man jetzt auch noch mal mitnehmen könnte, auch in Kombination mit dieser Leopoldina-Empfehlung. Dass man einfach sich Gedanken machen muss, wie soll es im Schulbetrieb weitergehen? Und diese Dinge jetzt möglichst einheitlich umsetzt. Danach wird auch im Leopoldina-Papier stark nachgefragt. Nach einer bundeseinheitlichen, verbindlichen Regulierung, die zunächst die Verständlichkeit und die Einheitlichkeit betont und erst dann in zweiter Linie sagt, es gibt regionale Unterschiede."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,Weil die Verständlichkeit und die Einheitlichkeit die Akzeptanz in der Bevölkerung mehr sicherstellen kann?
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Genau, die Akzeptanz. Dass alle wissen, wovon man spricht. Aber auch die Verständlichkeit und die Umsetzbarkeit. Denn alles das ist am Ende nicht mehr so durch die Gesundheitsämter zu bewerkstelligen und zu kontrollieren. Die haben an vielen anderen Fronten auch zu kämpfen. Allein bei der Fallverfolgung in der normalen Bevölkerung. Es ist relativ klar, dass bei organisatorischen Änderungen im Schulbetrieb die Schulen selbst, die Familien selbst, deren Hausärzte… Das ist so ein bisschen das Spannungsdreieck, indem man da auch miteinander reden muss und indem man Organisationsweisen finden muss."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Noch einmal gefragt auf die konkrete Umsetzbarkeit. Sie haben aus der Modellierung die neunten Klassen zum Beispiel genannt und wir haben auch schon über die Altersstruktur in der Rolle im Infektionsgeschehen besprochen. Ist die wissenschaftliche Empfehlung da, die Grundschulen könnte man außen vorlassen und erst ab der weiterführenden Schule über diese auch längerfristigen Maßnahmen nachdenken? Oder geht man in Richtung alle Schulen? EMPFEHLUNG:"
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Ich denke, wenn man sich die Zahlen anschaut, die jetzt gerade aus England kommen – also ich kann das nicht oft genug wiederholen, dass das einfach bessere, relevantere Zahlen sind, weil sie ohne bestimmte Störfaktoren erhoben wurden. Beispielsweise Schüler werden häufig pauschal behandelt, indem man sagt: Na ja, machen wir eine pauschale Quarantäne, muss man gar nicht erst testen. Dadurch gehen Meldezahlen verloren. Dann haben Schüler, gerade je jünger sie sind, desto weniger Symptome haben sie, aber wir testen immer noch häufig symptomgerichtet. Dadurch werden Initialinfektionen häufig nicht erkannt. Und das klammern diese systematischeren englischen Erhebungen aus und die nivellieren diese Störeffekte. Da sieht man schon, es geht oberhalb der Grundschuljahrgänge so richtig los. Innerhalb der Grundschule gibt es Übergangseffekte. Aber ich glaube, man muss an all diesen Stellen auch pragmatisch handeln. Und da wäre eine pragmatische Handlung, dass man sagt, man fängt oberhalb der Grundschule an, diesen Schulbetrieb zu verändern. Wenn man es irgendwo weiterlaufen lassen will, dann ist es im Grundschulund Kindergartenalter."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Das würde zumindest im Vergleich zur Situation vom Frühjahr für viele Eltern ein bisschen Druck rausnehmen. Weil ältere Schüler nicht rund um die Uhr betreut werden müssen. Da brauchen viele sicher noch Hilfe beim Homeschooling, aber müssen nicht die ganze Zeit einen Erwachsenen an ihrer Seite haben, wenn sie zu Hause sind. Bei Kita-Kindern und Grundschülern ist das noch mal ein bisschen schwieriger. Also ich halte fest, eine breite wissenschaftliche Empfehlung, auch für einen eher bundesdeutscheinheitlichen Ansatz, um die Zahlen runterzubringen, und dann zu sagen, nach einem richtigen Lockdown, nach einem harten, aber dafür nicht so wahnsinnig langen Lockdown, kann man nicht alles einfach wieder lockerlassen. Und dann kann man aber vielleicht irgendwann wieder anfangen, regionale Steuerungen einzuführen."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Ja. Jetzt speziell diese politischen Erwägungen – regional versus deutschlandweit – so konkret ist es da jetzt nicht. Aber das Leopoldina-Papier sagt, man braucht einheitliche, verständliche Regelungen, und wohlgemerkt nicht nur im Schulbetrieb. Das ist nur ein Aspekt. Es gibt viele andere gesellschaftliche Aspekte, die an der Verbreitung dieser Infektion nun mal beteiligt sind. Es ist schon interessant, wenn man sich anschaut, was andere Länder gemacht haben. Wir haben gerade kurz über Irland gesprochen, gerade da das rigorose Vorgehen mit den öffentlichen Verkehrsmitteln. Auch von Österreich kann man da lernen. Die sind mit einer sehr hohen Grundtätigkeit in einen zweistufigen Lockdown gegangen, haben genau wie wir erst mal einen Lockdown light gemacht."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,Mild angefangen.
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Mild angefangen, genau. Aber in diesem Lockdown light waren bestimmte Dinge schon anders umgesetzt, als wir das bei uns gemacht haben. In Österreich war es so. In der ersten Novemberhälfte Lockdown light, da gab es schon nächtliche Ausgangssperren, wo man wirklich begründen musste, warum man ab einer bestimmten Uhrzeit noch auf die Straße will. Da war die gymnasiale Oberstufe geschlossen, also im Distanzunterricht. Dann hat man gemerkt, das reicht noch nicht ganz. Und dann hat man tatsächlich noch stärkere Ausgangssperren gemacht und alle Schulen geschlossen. Das wird hier bei uns in Deutschland manchmal übersehen. Nur um es noch mal zu wiederholen, ich will alles andere als ein Prediger für Schulschließungen sein. Ich finde es sehr, sehr wichtig, dass der Schulbetrieb aufrechterhalten wird. Ich glaube, wir müssen gerade bei diesem Thema, vielleicht aber auch bei vielen anderen Themen anerkennen, man muss nicht hundert Prozent effiziente Maßnahmen machen. Man muss nicht alle Schätze heben. Es reicht, wenn man 70, 80 Prozent der Schätze hebt. Und man muss überlegen, wo hat man schon was gemacht? Wo hat man noch nichts gemacht? Auch im Vergleich zu Nachbarländern. Beispielsweise im Bereich von öffentlichen Verkehrsmitteln hat man in Deutschland praktisch noch nichts gemacht. Also sollte man doch da herangehen. Statt an andere Dinge herangehen, wo man schon 70, 80 Prozent gehoben hat und sich jetzt für die letzten 20, 30 Prozent verhebt. Es wird immer teurer. Und die Folgsamkeit, das Einverständnis damit an solche Maßnahmen in der Bevölkerung ist einfach irgendwann auch nicht da. Es wird immer Leute geben, die nicht mitmachen. Und da wird man nie vordringen. Darum ist es wichtig, bei der Steuerung allgemein solcher Maßnahmen immer zu schauen, wo gibt es noch tiefhängende Früchte zu ernten? Und nachdem wir in Deutschland im Schulbetrieb jetzt noch fast nichts gemacht haben außer Maske tragen, Allgemeinmaßnahmen, gibt es da jetzt leider tiefhängende Früchte, an die man vielleicht im Januar dann auch rangehen muss, aber mit Maß. Mit solchen Überlegungen, dass man vielleicht die Grundschule aussparen kann und dann überlegt, wie man eine Klassenteilung beispielsweise bewerkstelligen könnte."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Gerade mit Blick auf Österreich, die mild angefangen haben und dann stärker auf die Bremse getreten haben, das bestätigt ein bisschen den eigentlich allgemeinen wissenschaftlichen Konsens. Je später gebremst wird, umso heftiger muss man bremsen beziehungsweise je milder man rangeht, umso länger zieht es sich."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Ja. Oder um noch mal in unserem Bild mit dem fahrenden Lkw am Hang zu bleiben. Wenn man nach ein paar hundert Metern gemerkt hat, dass die Geschwindigkeit nicht langsamer wird, dann muss man noch mal nachtreten. Und es bringt eigentlich nichts, den Fuß dann so auf der Bremse zu lassen wie vorher und einfach nur länger zu halten. Das Auto wird trotzdem mit der Zeit dann langsam immer wieder schneller. Das sehen wir im Moment auch an der Inzidenz, gerade bei uns in Deutschland. Wenn man genau hinschaut, ist es noch nicht mal so, dass wir einen Stillstand haben sollen, sondern in den letzten Tagen steigt es wieder."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Es gibt eine Modellierung aus Göttingen, die auch so ein bisschen in Zahlen gießt, wie viel Kontaktreduktion nötig wäre, um wieder die Kontrolle zu bekommen. Strenggenommen, so lese ich das daraus, kann man das Infektionsgeschehen ab einem bestimmten Punkt wie ein Perpetuum mobile beschreiben, also ein sich selbst antreibendes System. Wenn die Gesundheitsämter die Kontrolle verlieren und Infektionsketten nicht mehr nachverfolgen können, ist so ein Kipppunkt erreicht, ab dem die Zahlen dann so schnell steigen, dass man dem Virus nur noch hinterher testet. Und dann entzieht sich das Infektionsgeschehen immer weiter und schneller der Kontrolle der Gesundheitsämter. Modellierungen werden manchmal so ein bisschen verstanden als Vorhersagen. Sind es aber eigentlich nicht, weil sie gar nicht so weit vorausblicken können. Sie können eigentlich nur Aussagen darüber treffen, warum sich die Pandemie wie verhält und welche Parameter Stellschrauben sind, an denen Veränderungen möglich sein kann. Trotzdem, in dieser Modellierungsstudie, da werden auch ein paar konkrete Zahlen genannt. Da würde ich ganz gerne mal drauf blicken, um wie viel Kontakte reduziert werden müssen, um wie viel Prozent, um aus so einer Phase über den Kipppunkt hinaus rauszukommen. Da sind Prozentzahlen genannt für verschiedene Szenarien von 20 Prozent, 40 Prozent und 60 Prozent. Kann diese Modellierungsstudie uns in der aktuellen Diskussion mit Blick auf diese Zahlen auch noch weiterhelfen?"
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Ja, das ist das letzte Paper von Viola Priesemann. Das ist eine sehr detaillierte Studie, und zwar eine Szenarien-Studie. Das machen die Modellstudien, die spielen Szenarien durch. Und die fasst vieles von dem zusammen, was Viola auch in der Öffentlichkeit in den letzten Wochen immer gesagt hat. Das ist eine sehr komplexe Studie. Und die Frage ist, was soll man daraus hervorheben, und dass bei meinem Verständnishorizont, ich bin ja kein Theoretiker."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Sie ist Physikerin, Viola Priesemann."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Genau, und ich bin Mediziner. Ich kann das auch immer nur mit Bewunderung und Erstaunen lesen, was da so gemacht wird. Ich glaube, was ganz wichtig ist an dieser Studie, ist, dass ein Szenario durchgespielt wird oder Varianten von einem Szenario, das eigentlich dem entspricht, was man im Oktober oder Anfang November, als es losging mit dem Lockdown in Deutschland, als Entscheidungen getroffen werden mussten, was man da so auf dem Tisch hatte. Es ist insbesondere diese Vorstellung, wenn man die Inzidenz auf ein Maß herunterbringt, das dann wieder den öffentlichen Gesundheitsdienst in die Lage versetzt, die Fallverfolgung zu leisten. Dann muss man noch mal anders rechnen. Man muss das mit einrechnen. Ich glaube, das Entscheidende ist, um es ganz kurz in Zahlen zu sagen, wenn man hier davon ausgeht, ich rechne das auf die deutschen Rechenweisen um, dass man in den Gesund heitsämtern 70 auf 100.000 pro Woche gemeldete Fälle verfolgen kann, das ist schon relativ groß zügig hier gemessen, dann sollte man schon ein Regime erreichen, eine Infektionskontrolle erreichen, im Bereich von sieben auf 100.000 pro Woche. Also man sollte deutlich unter eine Schwelle drunter kommen, die man für eine Handlungsschwelle des öffentlichen Gesundheitsdienstes hält."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Damit man einen Sicherheitsabstand hat, einen Puffer."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Richtig. Das Entscheidende ist, man muss nicht nur so gerade eben erreichen, sondern man muss deutlich unter diese Schwelle zu einem bestimmten Zeitpunkt kommen. Also man muss so weit bremsen, bis man so tief gekommen ist. Dann kommt man, und da setzt jetzt ein sehr parametrisiertes, sehr detailliertes Modell ein, in einen Bereich, in dem man davon ausgehen kann – auch bei allen Schwankungen, die dann eintreten, und bei den kleinen Veränderungen – man kann diese Inzidenz auf Dauer kontrollieren. Man muss sich dann keine Sorgen über einen weiteren Lockdown machen. Während andere Szenarien, die auch früher schon mal gerechnet wurden, von anderen Gruppen, die müssen leider immer auch am Ende sagen: Es kann gut sein, dass man immer wieder in den Lockdown muss. Wir müssen uns auch klarmachen, wir wissen nicht wirklich, was die Kapazität des öffentlichen Gesundheitsdienstes ist. Also diese Zahlen von 35 oder 50 auf 100.000 pro Woche, das sind nur Schätzungen. Das ist nicht so, dass da jemand mit der Stoppuhr im Gesundheitsamt eine Erhebung gemacht hat, wie lange jeder Mitarbeiter an jedem Fall arbeitet, sondern das sind ganz grobe Schätzungen."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Korinna Hennig,"Das ist auch regional unterschiedlich. Wir alle kennen vielleicht diese schönen Bilder von der armen Mitarbeiterin im Gesundheitsamt, die wartend neben dem Faxgerät steht, das sie noch benutzen muss. Da gibt es sehr viele Verzögerung, die mit den Bedingungen vor Ort zu tun haben. Wenn wir es also mal positiv formulieren, wiederholt diese Studie einmal mehr, wenn wir die Zahlen weit genug runterbringen, dann sind solche wiederholten Lockdowns nicht nötig. Wenn wir einmal in einen Bereich gekommen sind, dann kann man den auch langfristig kontrollieren."
Harter Lockdown jetzt? - Skript herunterladen,https://www.ndr.de/nachrichten/info/coronaskript252.pdf,68,Korinna Hennig,Christian Drosten,"Genau. Das ist deswegen auch ein attraktives Ziel. Denn wir wissen aus anderen Modellierungsstudien, dass es durchaus so ist, dass es einen Bereich gibt, indem man landen möchte, landen muss bei der RT, bei der Reproduktionsziffer, damit es nicht nur der Medizin und der Infektionskontrolle guttut, sondern auch insbesondere der Wirtschaft. Man möchte nicht unter Lockdown-Bedingungen wirtschaften, sondern man möchte eigentlich die Gesellschaft offenhalten. Da gibt es auch ein Papier – das man auch nur noch mal wieder betonen und hervorheben kann – das gemeinsame Papier zwischen Helmholtz und IFO. Das sagt, es gibt da so eine Art Sweet Spot, irgendwo im Bereich von 0,7 bis 0,8."
